algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,118,5.536958684228259,0.7980829799175262,0.5868280655145646,0.9981684981684982,0.025443439904068197,nan,1000.0,0.9964285714285713,1.0,50646,747,0,127,0.33172205303396496,nan,0.03836848815206039,0.0,53.357142857142854,168.82,0.5816919250147683,nan,5.536958684228259,0.0,5.536958684228259,0.0,2.07,0.9227949876179669,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,119,5.5872893005602045,0.7979384788870811,0.5871522471308708,0.9978802806389014,0.02530938879187618,nan,1000.0,0.9958256029684601,1.0,50592,694,0,138,0.36896094041211264,nan,0.0398901169852341,0.0,49.57142857142857,168.64,0.5631948070866721,nan,5.587289300560204,0.0,5.587289300560204,8.881784197001252e-16,2.085,0.9215578667834327,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,120,5.638499691921221,0.7981639796495438,0.5876969274878502,1.0,0.024505950367221467,nan,1000.0,1.0,1.0,50547,647,0,122,0.3769675607864673,nan,0.03601528963425858,0.0,49.76923076923077,168.49,0.5630794213368342,nan,5.63849969192122,0.0,5.63849969192122,8.881784197001252e-16,2.1,0.920640650674866,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,121,5.690608103126535,0.7982054799795151,0.5878693202137947,0.9956533776301217,0.02467070836573839,nan,1000.0,0.9915649867374006,1.0,50391,494,0,63,0.37571612000465393,nan,0.03572881679800964,0.0,49.4,167.97,0.6894851922988892,nan,5.690608103126535,0.0,5.690608103126535,0.0,2.115,0.9202267703848832,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,122,5.743633332930533,0.7980969798564911,0.5885974514484406,0.9800000000000001,0.023822297900915147,nan,1000.0,0.9666666666666666,1.0,50421,522,0,61,0.43018830120563506,nan,0.044931636537718776,0.0,52.2,168.07,0.8106860160827637,nan,5.743633332930534,0.0,5.743633332930534,8.881784197001252e-16,2.13,0.9196967283307446,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,123,5.797594754252546,0.7978919792175293,0.5892219841480255,1.0,0.022693772800266743,nan,1000.0,1.0,1.0,50213,313,0,26,0.4303709864616394,nan,0.033344830590283064,0.0,52.166666666666664,167.37666666666667,0.7732807497183481,nan,5.797594754252544,0.0,5.797594754252544,1.7763568394002505e-15,2.145,0.9195086139832354,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,124,5.852512335191406,0.7982729771733283,0.5891910031437874,1.0,0.02673663491649287,nan,1000.0,1.0,1.0,50282,382,0,30,0.4172609107834952,nan,0.03736682085195855,0.0,54.57142857142857,167.60666666666665,0.8150038208280291,nan,5.852512335191407,0.0,5.852512335191407,8.881784197001252e-16,2.16,0.9192494855231838,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,125,5.908406660859312,0.7980829814076423,0.5899317663908005,1.0,0.025064116902649404,nan,1000.0,1.0,1.0,50513,613,0,48,0.45084273219108584,nan,0.03613275398180251,0.0,61.3,168.37666666666667,0.8530084490776062,nan,5.9084066608593115,0.0,5.9084066608593115,8.881784197001252e-16,2.175,0.9188372423530753,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,126,5.9652989560665395,0.7981034791469575,0.590522854924202,1.0,0.024834210851362774,nan,1000.0,1.0,1.0,50222,322,0,36,0.4132611070360456,nan,0.04073259954924201,0.0,46.0,167.40666666666667,0.8029965843473162,nan,5.965298956066539,0.0,5.965298956066539,8.881784197001252e-16,2.19,0.9185188071117928,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,127,6.023211108889667,0.7980564799904823,0.5909007892012597,0.9939194843117906,0.024097649719227444,nan,1000.0,0.9883003388621365,1.0,50497,601,0,70,0.4125599806958979,nan,0.03959506946877917,0.0,54.63636363636363,168.32333333333332,0.7112050598317926,nan,6.023211108889668,0.0,6.023211108889668,8.881784197001252e-16,2.205,0.9178965174021647,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,128,6.0821656951570935,0.7980524802207947,0.5926089560985566,1.0,0.022929221019148828,nan,1000.0,1.0,1.0,50345,445,0,70,0.3960738956928253,nan,0.03490628474976435,0.0,44.5,167.81666666666666,0.6319535374641418,nan,6.0821656951570935,0.0,6.0821656951570935,0.0,2.22,0.9172546814160778,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,129,6.142186003886753,0.7979999795556069,0.592054591178894,1.0,0.02439246750013395,nan,1000.0,1.0,1.0,50439,539,0,82,0.3387518660588698,nan,0.03389829556513511,0.0,49.0,168.13,0.5759156481786207,nan,6.142186003886752,0.0,6.142186003886752,8.881784197001252e-16,2.235,0.9165002620804412,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,130,6.203296063712107,0.7985374793410301,0.5915358114242554,1.0,0.02487836012409793,nan,1000.0,1.0,1.0,50323,423,0,54,0.33371195528242326,nan,0.03218562683032949,0.0,47.0,167.74333333333334,0.5966291162702773,nan,6.2032960637121075,0.0,6.2032960637121075,8.881784197001252e-16,2.25,0.9160753375861033,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,131,6.26552067033368,0.7984079787135124,0.5921729254722595,1.0,0.02219715490937233,nan,1000.0,1.0,1.0,50106,206,0,18,0.4050461709499359,nan,0.031938594141037654,0.0,41.2,167.02,0.785957932472229,nan,6.2655206703336805,0.0,6.2655206703336805,8.881784197001252e-16,2.265,0.9159228544572806,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,132,6.328885415034608,0.7982644802331924,0.592709569633007,1.0,0.023796539354537214,nan,1000.0,1.0,1.0,50461,561,0,158,0.31347060735736576,nan,0.03351508749957503,0.0,40.07142857142857,168.20333333333335,0.453303975718362,nan,6.328885415034606,0.0,6.328885415034606,1.7763568394002505e-15,2.2800000000000002,0.9146458385978943,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,133,6.393416714299886,0.7982049798965454,0.5933812460303307,0.9984591679506933,0.026217144490642982,nan,1000.0,0.996969696969697,1.0,50411,512,0,83,0.32093657146800647,nan,0.03321811606727884,0.0,46.54545454545455,168.03666666666666,0.5848978676579215,nan,6.393416714299888,0.0,6.393416714299888,1.7763568394002505e-15,2.295,0.9140412503015655,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,134,6.459141840580268,0.7983399790525436,0.594533483684063,1.0,0.02397050191130903,nan,1000.0,1.0,1.0,50376,476,0,52,0.3328917059633467,nan,0.0346919682787302,0.0,52.888888888888886,167.92,0.647923555639055,nan,6.459141840580269,0.0,6.459141840580269,8.881784197001252e-16,2.31,0.9136298612622351,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,135,6.526088954243005,0.7986009779572487,0.5939889773726463,1.0,0.024356794628230007,nan,1000.0,1.0,1.0,50298,398,0,94,0.2990631664341146,nan,0.030779704384395614,0.0,36.18181818181818,167.66,0.5280705744569952,nan,6.526088954243007,0.0,6.526088954243007,1.7763568394002505e-15,2.3249999999999997,0.912948419993858,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,136,6.594287136752883,0.7984144791960717,0.594319409430027,1.0,0.02324294267843167,nan,1000.0,1.0,1.0,50250,350,0,16,0.4304110258817673,nan,0.03130943289513692,0.0,58.333333333333336,167.5,0.9010698695977529,nan,6.594287136752883,0.0,6.594287136752883,0.0,2.3400000000000003,0.9128029812372036,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,137,6.663766425128326,0.7983749794960022,0.5949290063977242,1.0,0.024056555330753328,nan,1000.0,1.0,1.0,50490,590,0,62,0.36630373299121854,nan,0.031373019356702794,0.0,59.0,168.3,0.6474353551864624,nan,6.663766425128329,0.0,6.663766425128329,2.6645352591003757e-15,2.355,0.912480786043261,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,138,6.734557847718581,0.7984214797616005,0.5955607637763023,1.0,0.024464848554796643,nan,1000.0,1.0,1.0,50462,562,0,42,0.3861819803714752,nan,0.03179761723257066,0.0,62.44444444444444,168.20666666666668,0.7452562053998312,nan,6.734557847718581,0.0,6.734557847718581,0.0,2.37,0.9121735179172132,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,139,6.80669346134933,0.7984004798531532,0.5961340430378914,0.9941666238171588,0.022301168801883858,nan,1000.0,0.9887440068891681,1.0,50499,602,0,91,0.3426892434557279,nan,0.034015677645033715,0.0,50.166666666666664,168.33,0.5946654081344604,nan,6.8066934613493295,0.0,6.8066934613493295,8.881784197001252e-16,2.385,0.9115294280855178,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,140,6.880206389885328,0.7983909806609154,0.5969396072626114,1.0,0.025251951068639755,nan,1000.0,1.0,1.0,50498,598,0,32,0.41516610234975815,nan,0.0297489500719294,0.0,74.75,168.32666666666665,0.8047295957803726,nan,6.88020638988533,0.0,6.88020638988533,1.7763568394002505e-15,2.4,0.9112664493051166,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,141,6.95513086425999,0.798391978442669,0.5969995504617691,1.0,0.025465802755206823,nan,1000.0,1.0,1.0,50196,296,0,128,0.2896394518514474,nan,0.03140903285658986,0.0,24.666666666666668,167.32,0.4468831891814868,nan,6.955130864259989,0.0,6.955130864259989,8.881784197001252e-16,2.415,0.9101572124993877,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,142,7.031502264023105,0.7981719794869423,0.5978446286916733,1.0,0.025846596008964946,nan,1000.0,1.0,1.0,50157,257,0,38,0.32319278376443045,nan,0.031197923568790413,0.0,36.714285714285715,167.19,0.6172057560511998,nan,7.031502264023104,0.0,7.031502264023104,8.881784197001252e-16,2.43,0.909820689799048,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,143,7.109357160459109,0.7984729814529419,0.5982177859544754,1.0,0.021946068853139877,nan,1000.0,1.0,1.0,50399,499,0,70,0.3784275442361832,nan,0.030856458588241042,0.0,49.9,167.99666666666667,0.5577729195356369,nan,7.10935716045911,0.0,7.10935716045911,8.881784197001252e-16,2.445,0.9092448155252623,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,144,7.188733361329623,0.7984684804081916,0.5988465115427971,1.0,0.022109819310052053,nan,1000.0,1.0,1.0,50287,387,0,38,0.37633173380579266,nan,0.03265578727230094,0.0,55.285714285714285,167.62333333333333,0.6759989942823138,nan,7.188733361329623,0.0,7.188733361329623,0.0,2.4599999999999995,0.9089590094457124,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,145,7.269669957295138,0.7983129793405532,0.5993898251652717,0.9986013986013986,0.024617002938281406,nan,1000.0,0.9972451790633609,1.0,50424,525,0,89,0.3013622516935522,nan,0.030049191857507075,0.0,47.72727272727273,168.08,0.5046159110286019,nan,7.269669957295137,0.0,7.269669957295137,8.881784197001252e-16,2.475,0.9082924826854681,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,146,7.352207370071938,0.7982574790716171,0.6002007189393044,1.0,0.022966701537370682,nan,1000.0,1.0,1.0,50542,642,0,66,0.354219297116453,nan,0.031301732865786164,0.0,58.36363636363637,168.47333333333333,0.6049657491120425,nan,7.352207370071938,0.0,7.352207370071938,0.0,2.49,0.9077568429403908,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,147,7.436387402381476,0.7984809812903404,0.6000452435016632,0.9955555555555555,0.022240867962439854,nan,1000.0,0.9916666666666667,1.0,50690,791,0,151,0.28583245873451235,nan,0.030271266351251193,0.0,52.733333333333334,168.96666666666667,0.45068702499071756,nan,7.436387402381474,0.0,7.436387402381474,2.6645352591003757e-15,2.5050000000000003,0.9064664587719125,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,148,7.522253289750495,0.7983169811964035,0.6011564382910728,1.0,0.023254037089645862,nan,1000.0,1.0,1.0,50634,734,0,50,0.3921003520488739,nan,0.03373572058651145,0.0,73.4,168.78,0.7465352058410645,nan,7.522253289750495,0.0,7.522253289750495,0.0,2.52,0.906114913167885,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,149,7.609849754221228,0.7983904784917831,0.6014052441716194,1.0,0.02327140048146248,nan,1000.0,1.0,1.0,50299,399,0,58,0.30480332838164437,nan,0.029383078857422737,0.0,44.333333333333336,167.66333333333333,0.5704983737733629,nan,7.609849754221229,0.0,7.609849754221229,8.881784197001252e-16,2.5349999999999997,0.9056674430949097,nan
